D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3173,0.5212
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,2.2400,0.8035
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,2.2200,0.7895
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,2.2525,0.7899
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,2.2121,0.7964
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,2.2500,0.7872
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,2.2772,0.7843
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,2.4519,0.7121
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,2.7065,0.7374
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4476,0.4850
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4139,0.4873
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.9181,0.3508
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.8990,0.3575
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.8774,0.3547
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.5843,0.4087
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4518,0.3142
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4410,0.3346
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4410,0.3414
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4474,0.3456
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4474,0.3503
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4410,0.3597
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4474,0.3680
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3469,0.3577
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3253,0.3573
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3415,0.3619
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3924,0.3836
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4163,0.4180
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4286,0.4299
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4224,0.4321
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4145,0.4628
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4043,0.4703
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4043,0.4711
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3966,0.4675
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3866,0.4629
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3750,0.4640
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3580,0.4499
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3580,0.4384
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3580,0.3912
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3924,0.4629
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.2222,0.4123
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.2313,0.4100
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.2406,0.4151
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4410,0.4533
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4410,0.4546
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4410,0.4491
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4410,0.4472
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4410,0.4511
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4410,0.4502
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4410,0.4518
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4410,0.4504
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4103,0.4602
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3983,0.4583
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3924,0.4547
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4043,0.4658
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.3983,0.4604
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4103,0.4660
D:/My source/Spring2024/PRCV/Project 1 images/img2P3.png,1.4163,0.4637
